//ID	Название моба	Портрет	Тип модели	Тип логической модели	Номер структуры	Suite Serial	Suite Quantity	Вид головы	Вид лица	Вид тела	Вид рук	Вид ног	Вид оружия в левой руке	Вид оружия в правой руке	Крылья	ID эффекта	EeffID	Номера действующих эффектов	Тень (0-нет,1-да)	ID действий	Прозрачность (100-непрозрачный,0-невидимый)	Звук ходьбы	Звук дыхания	Звук смерти	Можно ли контролировать (0-нет,1-да)	Ограничение в районе	Уровень расположения над землей	Одетые шмотки	Длина	Ширина	Высота	Дапозон противоречия	Возраждение	Смерть	Эффект возраждения	Эффект смерти	Действие во время бездействия	Мгновеное действие во время смерти	Эффект отображения оставшегося ХП	Атака может быть отклонена(0-нет,1-да)	Подтверждение использования ветра(0-нет,1-да)	Сценарий	Использует оружие(0-нет,1-да)	ID Навыков	Шанс использования навыков	Дроп лист	Шанс выпадения предмета	Предельное кол-во	Шанс неудачи	Приставка уровня	Дроп лист квестовых вещей	Шанс выпадения	ИИ	Поворот	Радиус обзора	Шум	Получение опыта	Свет	mobexp	Лвл	Макс.ХП	ХП	Макс.МН	МН	Мин. атк	Макс. атк	ПР	Защита	Шанс попадания	Шанс уклонения	Шанс критического удара	Шанс выпадения	Реген ХП	Реген МН	Скорость атк	Диапозон атаки	Радиус преследования	Скорость бега	Шанс выпадения ресурсов	Сила	Ловкость	Точность	Телосложение	Дух	Удача	left_rad	Гильдия	Титл	Профессия	Опыт	Необходимое кол-во опыта для следующего уровня	репутация	Очки статов	Очки навыков	Деньги	Вид камеры	stor	mxsail	sail	stasa	scsm	tstr	tagi	tdex	tcon	tsta	tluk	tmxhp	tmxsp	tatk	tdef	thit	tflee	tmf	tcrt	threc	tsrec	taspd	tadis	tspd	tspri	tscsm	tsfar1	
15	Служитель	Служитель	4	2	88	0	1	1	0	0	0	0	0	0	0	0	0	0	1	15	100	-1	-1	-1	0	0	0	0	0.74	1.021	1.979	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	1	1	1400	0	0	1	0	300	8229	0	842	0	336	349	10	130	107	103	5	0	9	3	1339	550	1500	0	0	155	155	155	155	155	155	20	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
16	Банкир	Банкир	4	2	89	0	1	1	0	0	0	0	0	0	0	0	0	0	1	16	100	-1	-1	-1	0	0	0	0	0.733	0.77	2.143	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	1	1	1400	0	0	1	0	300	8229	0	842	0	336	349	10	130	107	103	5	0	9	3	1339	550	1500	0	0	155	155	155	155	155	155	20	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
17	Торговец	Торговец	4	2	90	0	1	1	0	0	0	0	0	0	0	0	0	0	1	17	100	-1	-1	-1	0	0	0	0	0.944	1.509	2.954	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	1	1	1400	0	0	1	0	300	8229	0	842	0	336	349	10	130	107	103	5	0	9	3	1339	550	1500	0	0	155	155	155	155	155	155	20	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
18	Трактирщик	Трактирщик	4	2	91	0	1	1	1	0	0	0	0	0	0	0	0	0	1	18	100	-1	-1	-1	0	0	0	0	0.849	0.914	1.818	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	1	1	1400	0	0	1	0	300	8229	0	842	0	336	349	10	130	107	103	5	0	9	3	1339	550	1500	0	0	155	155	155	155	155	155	20	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
19	Питер	Питер	4	2	96	0	1	1	0	0	0	0	0	0	0	0	0	0	1	19	100	-1	-1	-1	0	0	0	0	0.944	1.509	2.954	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	1	1	1400	0	0	1	0	300	8229	0	842	0	336	349	10	130	107	103	5	0	9	3	1339	550	1500	0	0	155	155	155	155	155	155	20	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
20	Кузница	Кузница	4	2	92	0	1	1	1	0	0	0	0	0	0	0	0	1,392,6	1	20	100	-1	39	-1	0	0	0	0	1.876	2.321	3.083	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	1	1	1400	0	0	1	0	300	8229	0	842	0	336	349	10	130	107	103	5	0	9	3	1339	550	1500	0	0	155	155	155	155	155	155	20	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
21	Шайтанский кузнец	Кузница	4	2	108	0	1	1	1	0	0	0	0	0	0	0	0	1,392,6	1	20	100	-1	39	-1	0	0	0	0	1.876	2.321	3.083	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	1	1	1400	0	0	1	0	300	8229	0	842	0	336	349	10	130	107	103	5	0	9	3	1339	550	1500	0	0	155	155	155	155	155	155	20	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
22	Громовая кузница	Кузница	4	2	113	0	1	1	1	0	0	0	0	0	0	0	0	1,392,6	1	20	100	-1	39	-1	0	0	0	0	1.876	2.321	3.083	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	1	1	1400	0	0	1	0	300	8229	0	842	0	336	349	10	130	107	103	5	0	9	3	1339	550	1500	0	0	155	155	155	155	155	155	20	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
23	Верховный жрец	Верховный жрец	4	2	116	0	1	1	0	0	0	0	0	0	0	0	0	0	1	21	100	-1	-1	-1	0	0	0	0	1.345	1.889	3.732	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	1	1	1400	0	0	1	0	300	8229	0	842	0	336	349	10	130	107	103	5	0	9	3	1339	550	1500	0	0	155	155	155	155	155	155	20	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
24	Банкир Громограда	Банкир	4	2	117	0	1	1	0	0	0	0	0	0	0	0	0	0	1	16	100	-1	-1	-1	0	0	0	0	0.733	0.77	2.143	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	1	1	1400	0	0	1	0	300	8229	0	842	0	336	349	10	130	107	103	5	0	9	3	1339	550	1500	0	0	155	155	155	155	155	155	20	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
25	Гостиница Ледыни	Трактирщик	4	2	119	0	1	1	0	0	0	0	0	0	0	0	0	0	1	22	100	-1	-1	-1	0	0	0	0	0.849	0.914	1.818	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	1	1	1400	0	0	1	0	300	8229	0	842	0	336	349	10	130	107	103	5	0	9	3	1339	550	1500	0	0	155	155	155	155	155	155	20	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
26	Шайтанская гостиница	Трактирщик	4	2	120	0	1	1	0	0	0	0	0	0	0	0	0	0	1	22	100	-1	-1	-1	0	0	0	0	0.849	0.914	1.818	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	1	1	1400	0	0	1	0	300	8229	0	842	0	336	349	10	130	107	103	5	0	9	3	1339	550	1500	0	0	155	155	155	155	155	155	20	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
27	Шайтанский банкир	Банкир	4	2	123	0	1	1	0	0	0	0	0	0	0	0	0	0	1	16	100	-1	-1	-1	0	0	0	0	0.733	0.77	2.143	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	1	1	1400	0	0	1	0	300	8229	0	842	0	336	349	10	130	107	103	5	0	9	3	1339	550	1500	0	0	155	155	155	155	155	155	20	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
28	Лавка Громограда	Владелец магазин	4	2	125	0	1	1	0	0	0	0	0	0	0	0	0	0	1	13	100	-1	-1	-1	0	0	0	0	1.108	1.667	2.592	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	1	1	1400	0	0	1	0	300	8229	0	842	0	336	349	10	130	107	103	5	0	9	3	1339	550	1500	0	0	155	155	155	155	155	155	20	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
29	Медсестра	Медсестра	4	2	126	0	1	1	0	0	0	0	0	0	0	0	0	0	1	16	100	-1	-1	-1	0	0	0	0	0.644	1.052	2.063	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	1	1	1400	0	0	1	0	300	8229	0	842	0	336	349	10	130	107	103	5	0	9	3	1339	0	1500	0	0	155	155	155	155	155	155	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
30	Шайтанский слуга	Служитель	4	2	127	0	1	1	0	0	0	0	0	0	0	0	0	0	1	16	100	-1	-1	-1	0	0	0	0	0.644	1.052	2.063	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	1	1	1400	0	0	1	0	300	8229	0	842	0	336	349	10	130	107	103	5	0	9	3	1339	0	1500	0	0	155	155	155	155	155	155	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
31	Бронекраб	Песчаный краб	4	5	12	0	1	1	0	0	0	0	0	0	0	469	0	0	1	31	100	287	288	289	0	0	0	0	1.326	1.557	0.692	60	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4490,1689,1655,1662,3388,80,296,684	152,514,1111,1666,2000,80000,80000,80000	0	0	0	0	0	5	1	1400	0	0	1	0	15	749	0	10000	0	131	165	15	60	48	48	10	183	2	0	2200	220	1500	250	0	27	12	12	12	12	12	20	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
32	Острый клюв	Острый клюв	4	5	13	0	1	1	0	0	0	0	0	0	0	461	0	0	1	32	100	248	249	250	0	0	0	0	2.111	2.723	3.158	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4337,1707,1620,3116,3387,32,311	139,763,833,2500,1666,100000,200000	0	0	0	0	0	5	1	1400	0	0	1	0	13	328	0	10000	0	81	102	6	32	42	42	10	185	2	0	1100	275	1500	350	0	11	37	11	11	11	11	20	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
34	Рогатый пингвин	Рогатый пингвин	4	5	16	0	1	1	0	0	0	0	0	0	0	0	0	0	1	34	100	373	374	375	0	0	0	0	0.994	1.18	1.513	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4341,4425,1709,3149,3381,527,703,684	208,285,1428,1250,1428,66666,125000,80000	0	0	0	0	0	5	1	1400	0	0	1	0	15	468	0	10000	0	131	165	7	38	48	48	10	183	2	0	2200	275	1500	250	0	12	12	27	42	12	12	20	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
35	Черная рысь	Блэки	4	5	17	0	1	1	0	0	0	0	0	0	0	0	0	0	1	35	100	200	201	202	0	0	0	0	0.932	0.849	2.057	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	1490,1501,1743,3367,4193,4191,3140,8574,227	188,333,1111,8333,7333,8000,2000,12806,9000	0	0	0	0	0	10	1	1400	0	0	1	0	75	9360	0	10000	0	1389	1735	27	188	264	297	10	115	8	0	2200	220	1500	350	0	79	42	117	192	42	42	20	0	0	0	4873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
36	Свирепая белая рысь	Белый	4	5	18	0	1	1	0	0	0	0	0	0	0	0	0	0	1	36	100	200	201	202	0	0	0	0	0.932	0.849	2.057	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	1486,1497,1743,1786,4174,4166,3127,8141,8546	208,333,1428,3571,33333,100000,1666,9286,8286	1	0	0	0	0	10	1	1400	0	0	1	0	70	9510	0	10000	0	1242	1553	28	176	246	282	10	120	8	0	2200	220	1500	350	0	75	110	40	110	40	40	20	0	0	0	4063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
37	Рыцарь тыквы	Рыцарь тыквы	4	5	19	0	1	1	0	0	0	0	0	0	0	456,457	0	0	1	37	100	257	258	259	0	0	0	0	1.373	1.398	2.089	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4809,4913,1631,3370,3124,667,538,5710,8583	196,294,5000,33333,2500,33333,50000,60000,9800	0	0	0	0	0	10	1	1400	0	0	1	0	46	4368	0	10000	0	624	779	20	54	152	152	10	147	5	0	2200	220	1500	350	0	120	28	28	28	28	28	20	0	0	0	1360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
38	Туземный шаман	Вождь племени	4	5	20	0	1	1	0	0	0	0	0	0	0	0	0	0	1	38	100	281	282	283	0	0	0	0	2.56	2.322	3.035	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4815,4919,1657,3361,3136,561,668,8579	139,763,1000,3333,3333,25000,28571,33333	0	0	0	0	0	10	1	1400	0	0	1	0	55	4524	0	10000	0	833	1040	22	72	183	227	10	137	6	0	2200	220	1500	300	0	87	32	87	59	32	32	20	0	0	0	2161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
39	Морская улитка	Морская улитка	4	5	21	0	1	1	0	0	0	0	0	0	0	0	0	0	1	39	100	227	228	229	0	0	-25	0	1.407	1.301	1.048	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4330,4411,3147,1614,3388,642,466,5710	172,370,1111,303,10000,13333,26666,10000	0	0	0	3964	200	5	1	1400	0	0	1	0	8	196	0	10000	0	57	72	15	22	25	25	10	190	1	0	3300	220	1500	180	0	9	9	25	25	9	9	20	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
40	Капитан зверолюдей	Капитан зверолюд	4	5	22	0	1	1	0	0	0	0	0	0	0	451	0	0	1	40	100	431	432	-1	0	0	0	0	3.731	4.119	3.324	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	10	1	1400	0	0	1	0	80	10262	0	10000	0	1555	1944	32	200	272	272	10	109	9	0	2200	385	1500	300	0	205	45	45	165	45	45	20	0	0	0	5778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
41	Железная мумия	Саамская мумия	4	5	23	0	1	1	0	0	0	0	0	0	0	0	0	0	1	41	100	-1	-1	-1	0	0	0	0	0.977	1.474	2.897	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4779,4883,1657,3391,3135,369,45,8583	144,627,1428,100000,3333,50000,100000,9400	0	0	0	0	0	10	1	1400	0	0	1	0	53	8579	0	320	0	626	783	23	162	176	171	10	139	22	0	2200	385	1500	450	0	31	137	31	31	84	31	20	0	0	0	1962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
42	Стальная мумия	Хромая мумия	4	5	24	0	1	1	0	0	0	0	0	0	0	455	0	0	1	42	100	-1	-1	-1	0	0	0	0	1.097	1.532	2.901	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4780,4884,1643,3389,3135,545,492,1002,8581	208,285,3333,6333,3333,25000,28571,10000,8900	0	0	0	0	0	10	1	1400	0	0	1	0	54	8640	0	341	0	646	806	24	166	180	174	10	138	22	0	2200	385	1500	450	0	59	86	32	32	86	32	20	0	0	0	2060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
43	Кактус-Убийца	Кактус-Убийца	4	5	25	0	1	1	0	0	0	0	0	0	0	0	0	0	1	43	100	293	294	295	0	0	0	0	1.274	2.13	2.999	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4338,4421,1692,3131,1752,104,372	156,476,769,2000,1428,66666,133333	0	0	0	4097	333	5	1	1400	0	0	1	0	14	299	0	10000	0	162	205	6	36	35	45	10	184	2	0	3300	275	1500	200	0	19	12	12	54	12	12	20	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
44	Чернильный кальмар	Чернильный кальм	4	5	26	0	1	1	0	0	0	0	0	0	0	460	0	0	1	44	100	434	435	436	0	1	-40	0	6.154	6.275	2.723	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4924,1188,1279,1804,3120	185,322,285,2000,1428	0	0	0	0	0	5	1	1400	0	0	1	0	30	1099	0	115	0	637	797	10	47	102	112	10	166	8	0	2200	330	1500	500	0	50	20	20	80	20	20	20	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
45	Песчаный бандит	Песчаный бандит	4	5	27	0	1	1	0	0	0	0	0	0	0	459	0	0	1	45	100	405	406	407	0	0	0	0	1.806	1.682	2.005	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	1698,4434,1661,1779,3399,98,366,684	204,285,714,2000,1250,55555,111111,40000	0	0	0	4234	10000	10	1	1400	0	0	1	0	22	1591	0	10000	0	174	216	10	61	71	71	10	175	3	0	2200	275	1500	350	0	38	38	16	16	16	16	20	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0,1.0,1.0	
